01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,AnotherStory,Counter Logic Gaming,0,1,amnesia,Chawy,d4rkness,iceiceice,Opio,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,Veigar,Xin Zhao,Sona,Miss Fortune,Shen,Warwick,Annie,Galio,Janna,Kog'Maw
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,ChinaHero,SK Gaming,1,0,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,Nunu,Taric,Ashe,Shen,Kayle,Warwick,Soraka,Galio,Malzahar,Miss Fortune
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,SK Gaming,AnotherStory,1,0,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,amnesia,Chawy,d4rkness,iceiceice,Opio,Kassadin,Janna,Twisted Fate,Ashe,Shen,Udyr,Karthus,Taric,Kog'Maw,Galio
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,Counter Logic Gaming,ChinaHero,1,0,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,Anivia,Amumu,Sona,Miss Fortune,Galio,Taric,Shen,Nunu,Kayle,Ashe
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,SK Gaming,Counter Logic Gaming,1,0,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,Akali,Twisted Fate,Sona,Ashe,Galio,Nidalee,Taric,Shen,Amumu,Kog'Maw
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,AnotherStory,ChinaHero,0,1,amnesia,Chawy,d4rkness,iceiceice,Opio,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,Blitzcrank,Xin Zhao,Warwick,Miss Fortune,Taric,Nunu,Janna,Galio,Ashe,Garen
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,AnotherStory,Counter Logic Gaming,0,1,amnesia,Chawy,d4rkness,iceiceice,Opio,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,Pantheon,Blitzcrank,Tristana,Sona,Twisted Fate,Anivia,Shen,Warwick,Miss Fortune,Galio
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,Counter Logic Gaming,AnotherStory,1,0,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,amnesia,Chawy,d4rkness,iceiceice,Opio,Olaf,Miss Fortune,Janna,Sona,Garen,Ashe,Mordekaiser,Vladimir,Amumu,Morgana
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,SK Gaming,ChinaHero,1,0,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,Kassadin,Tristana,Twisted Fate,Janna,Shen,Vladimir,Amumu,Taric,Garen,Kog'Maw
01/10/2010,01/10/2010,2010 World Cyber Games Grand Finals,ChinaHero,SK Gaming,0,1,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,Nunu,Annie,Taric,Garen,Kog'Maw,Akali,Twisted Fate,Sona,Shen,Ashe
02/10/2010,02/10/2010,2010 World Cyber Games Grand Finals,AnotherStory,ChinaHero,1,0,amnesia,Chawy,d4rkness,iceiceice,Opio,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,Nasus,Warwick,Kennen,Miss Fortune,Galio,Cho'Gath,Amumu,Taric,Shen,Ashe
02/10/2010,02/10/2010,2010 World Cyber Games Grand Finals,ChinaHero,AnotherStory,0,1,aahai007,Amenosa,hanguang85,KnobHK,xiaoyanzi,amnesia,Chawy,d4rkness,iceiceice,Opio,Taric,Shen,Warwick,Ashe,Morgana,Rammus,Ezreal,Gangplank,Janna,Galio
02/10/2010,02/10/2010,2010 World Cyber Games Grand Finals,Counter Logic Gaming,SK Gaming,1,0,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,Miss Fortune,Morgana,Amumu,Garen,Taric,Twisted Fate,Kassadin,Ashe,Soraka,Shen
02/10/2010,02/10/2010,2010 World Cyber Games Grand Finals,SK Gaming,Counter Logic Gaming,0,1,Osaft22,SleazyWeazy,Severus,Reyk,Zylor,HotshotGG,Bigfatlp,Kobe24,Chauster,Elementz,Kassadin,Kog'Maw,Shen,Janna,Morgana,Annie,Taric,Amumu,Sona,Ashe
18/06/2011,18/06/2011,Riot Season 1 Championship,against All authority,Epik Gamer,0,1,sOAZ,Linak,MoMa,YellOwStaR,kujaa,Westrice,Dan Dinh,Salce,Dyrus,Doublelift,Irelia,Soraka,Karthus,Miss Fortune,Amumu,Singed,Annie,Warwick,Janna,Vayne
18/06/2011,18/06/2011,Riot Season 1 Championship,Fnatic,Team Pacific,1,0,xPeke,Shushei,CyanideFI,LamiaZealot,Mellisan,vy,dabe,wormy,iddo,gibo,Nunu,Corki,Janna,Malzahar,Alistar,Garen,Karthus,Taric,Amumu,Twisted Fate
18/06/2011,18/06/2011,Riot Season 1 Championship,against All authority,Fnatic,1,0,sOAZ,Linak,MoMa,YellOwStaR,kujaa,xPeke,Shushei,CyanideFI,LamiaZealot,Mellisan,Sona,Nunu,Ashe,Gragas,Anivia,Miss Fortune,Brand,Vladimir,Taric,Amumu
18/06/2011,18/06/2011,Riot Season 1 Championship,Epik Gamer,Team Pacific,1,0,Westrice,Dan Dinh,Salce,Dyrus,Doublelift,vy,dabe,wormy,iddo,gibo,Taric,Nunu,Miss Fortune,Corki,Vladimir,Poppy,Malzahar,Urgot,Soraka,Warwick
18/06/2011,18/06/2011,Riot Season 1 Championship,against All authority,Team Pacific,1,0,sOAZ,Linak,MoMa,YellOwStaR,kujaa,vy,dabe,wormy,iddo,gibo,Miss Fortune,Sona,Anivia,Nunu,Nidalee,Malzahar,Trundle,Ashe,Corki,Soraka
18/06/2011,18/06/2011,Riot Season 1 Championship,Epik Gamer,Fnatic,1,0,Westrice,Dan Dinh,Salce,Dyrus,Doublelift,xPeke,Shushei,CyanideFI,LamiaZealot,Mellisan,Lee Sin,Akali,Soraka,Amumu,Vladimir,Swain,Alistar,Jarvan IV,Taric,Miss Fortune
